CHAMADO;ID_JIRA;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-167;1871766;SC;Lontras - SC;Prefeitura Municipal;Consignet;Ativo;29/03/2023;29/03/2028
CON-166;1871761;SC;Empresa Prevemax - EPIS Impermeáveis e Descartáveis Ltda;Câmara Municipal;Consignet;Ativo;16/09/2022;16/09/2027
CON-165;1871727;SP;Zacarias - SP;Prefeitura Municipal;Consignet;Iniciando Renovação;04/08/2022;04/08/2025
CON-164;1871725;MA;Instituto de Previdência do Município de Timon - IPMT;Instituto de Previdência;Consignet;Ativo;19/04/2023;19/04/2028
CON-163;1871720;SP;Adamantina;Prefeitura Municipal;Consignet;Inativo;01/04/2023;01/04/2025
CON-162;1871718;PR;Mandirituba ;Instituto de Previdência;Consignet;Ativo;23/11/2022;23/11/2027
CON-161;1871714;MS;Paranaíba - MS;Prefeitura Municipal;Consignet;Ativo;19/04/2023;19/04/2028
CON-160;1871710;SP;Sertãozinho - SERTPREV - SP;Instituto de Previdência;Consignet;Inativo;21/02/2023;30/05/2024
CON-159;1871682;RO;Mirante da Serra - RO;Prefeitura Municipal;Consignet;Ativo;19/07/2023;19/07/2028
CON-158;1871679;RO;Rolim de Moura - RO;Prefeitura Municipal;Consignet;Ativo;17/05/2023;17/05/2028
CON-157;1871674;PR;Honório Serpa;Prefeitura Municipal;Consignet;Ativo;21/06/2023;21/06/2028
CON-156;1871672;PR;Cafelândia;Instituto de Previdência;Consignet;Ativo;12/05/2023;12/05/2028
CON-155;1871669;PR;Cafelândia - PR;Prefeitura Municipal;Consignet;Ativo;03/07/2023;03/07/2028
CON-154;1871668;PR;Mambore;Prefeitura Municipal;Consignet;Ativo;05/01/2023;05/01/2026
CON-153;1871667;GO;Novo Gama;Prefeitura Municipal;Consignet;Ativo;17/10/2022;17/10/2027
CON-152;1871665;RO;Nova União;Prefeitura Municipal;Consignet;Ativo;19/04/2023;19/04/2028
CON-151;1871663;SP;Jaboticabal;Instituto de Previdência;Consignet;Inativo;20/12/2022;20/12/2023
CON-150;1871661;PR;Carlópolis - PR;Prefeitura Municipal;Consignet;Ativo;23/03/2023;23/03/2028
CON-149;1871658;PE;Instituto de Previdência do Munícipio de Buque;Instituto de Previdência;Consignet;Inativo;01/01/2023;01/01/2025
CON-148;1871656;MT;Cláudia;Prefeitura Municipal;Consignet;Ativo;23/03/2023;23/03/2028
CON-147;1871655;GO;Cachoeira Dourada;Prefeitura Municipal;Consignet;Ativo;23/05/2022;23/05/2028
CON-146;1871648;RO;Fundação Cultural de Ji Paraná;Empresa Privada;Consignet;Ativo;17/10/2022;17/10/2027
CON-145;1871643;PR;Altamira do Paraná - PR;Instituto de Previdência;Consignet;Inativo;21/09/2022;22/01/2025
CON-144;1871642;SP;Santa Casa de Itaí;Empresa Privada;Consignet;Ativo;03/02/2023;03/02/2028
CON-143;1871637;PR;Matelandia;Prefeitura Municipal;Consignet;Inativo;07/01/2023;07/01/2025
CON-142;1871633;GO;Cidade Ocidental;Prefeitura Municipal;Consignet;Ativo;26/02/2023;26/02/2026
CON-141;1871631;PR;Paiçandu;Prefeitura Municipal;Consignet;Ativo;11/04/2023;11/04/2028
CON-140;1871622;PR;Mandaguari;Prefeitura Municipal;Consignet;Iniciando Renovação;04/08/2022;04/08/2025
CON-139;1871612;PR;Araruna;Prefeitura Municipal;Consignet;Iniciando Renovação;04/08/2022;04/08/2025
CON-138;1871594;RS;Nova Prata - IPRAM;Instituto de Previdência;Consignet;Inativo;05/05/2023;05/05/2025
CON-137;1871592;SC;Companhia de águas de Joinville;Outros;Consignet;Ativo;28/03/2023;28/03/2028
CON-136;1871589;RN;Bodó - RN;Prefeitura Municipal;Consignet;Ativo;01/12/2022;01/12/2027
CON-135;1871585;PR;Iguaçu;Instituto de Previdência;Consignet;Ativo;14/03/2023;14/03/2028
CON-134;1871580;PR;Flórida;Instituto de Previdência;Consignet;Iniciando Renovação;01/09/2022;01/09/2025
CON-132;1871560;PR;Nova Aliança do Ivai;Câmara Municipal;Consignet;Ativo;07/11/2022;07/11/2027
CON-131;1871476;PB;Estado da Paraíba - TCE PB;Tribunal;Consignet;Inativo;26/06/2023;17/05/2024
CON-130;1871472;BA;Feira de Santana;Prefeitura Municipal;ConsigLog;Inativo;26/06/2023;29/04/2024
CON-129;1871468;CE;Coreaú - CE;Prefeitura Municipal;Digital Consig;Ativo;26/06/2023;02/05/2028
CON-128;1871460;RS;Triunfo;Prefeitura Municipal;Consignet;Inativo;26/06/2023;29/10/2024
CON-127;1871452;CE;Fundo Municipal de Seguridade Social do Município de Aracati;Instituto de Previdência;Safe Consig;Inativo;26/06/2023;13/01/2025
CON-126;1871267;RS;Capão da Canoa - RS;Prefeitura Municipal;Consignet;Iniciando Renovação;14/06/2024;14/06/2025
CON-125;1871224;AL;Joaquim Gomes - AL;Prefeitura Municipal;Fasitec;Ativo;04/05/2023;04/05/2028
CON-124;1870790;SP;Águas da Prata - SP;Prefeitura Municipal;Consignet;Ativo;18/08/2022;18/08/2026
CON-123;1870789;MS;Nova Alvorada do Sul;Prefeitura Municipal;Consignet;Inativo;15/03/2023;15/03/2024
CON-122;1870786;PR;Pitanga - PR;Prefeitura Municipal;Consignet;Ativo;27/04/2023;27/04/2028
CON-121;1870785;PR;Iguaraçu;Prefeitura Municipal;Consignet;Ativo;15/06/2023;15/06/2028
CON-120;1870782;RO;Alta Floresta Doeste;Prefeitura Municipal;Consignet;Ativo;15/05/2023;15/05/2027
CON-119;1870780;PR;Jaguapitã ;Prefeitura Municipal;Consignet;Ativo;17/03/2023;17/03/2028
CON-118;1870777;PR;Marilena - PR;Prefeitura Municipal;Consignet;Ativo;04/06/2023;04/06/2028
CON-117;1870774;SC;SAMAE . Serviço Autônomo Municipal de Água e Esgoto de Jaraguá do Sul;Empresa Privada;Consignet;Ativo;13/01/2025;12/01/2026
CON-116;1870769;PR;Porecatu - PR;Prefeitura Municipal;Consignet;Ativo;26/04/2023;26/04/2028
CON-115;1870765;MA;Lagoa Grande do Maranhão ;Prefeitura Municipal;Consignet;Ativo;22/12/2022;22/12/2026
CON-114;1870762;PR;Manoel Ribas ;Prefeitura Municipal;Consignet;Ativo;21/10/2022;21/10/2027
CON-113;1870760;PR;Palotina ;Prefeitura Municipal;Consignet;Inativo;09/02/2022;02/09/2024
CON-112;1870759;SP;Sud Mennucci;Prefeitura Municipal;Consignet;Inativo;06/05/2022;06/05/2025
CON-111;1870757;PR;Sapopema ;Prefeitura Municipal;Consignet;Inativo;08/07/2022;08/07/2024
CON-110;1870755;RO;Autarquia Esporte Cultura e Turismo Pimenta Bueno;Autarquia;Consignet;Ativo;15/08/2022;15/08/2027
CON-109;1870751;PE;Taquaritinga do Norte;Prefeitura Municipal;Consignet;Ativo;22/07/2022;22/07/2027
CON-108;1870749;MG;Bom Despacho;Instituto de Previdência;Consignet;Inativo;21/05/2022;21/05/2024
CON-107;1870748;PR;Sarandi;Instituto de Previdência;Consignet;Inativo;09/03/2023;09/03/2024
CON-106;1870747;SP;Lençóis Paulista;Prefeitura Municipal;Consignet;Ativo;02/03/2023;02/03/2027
CON-105;1870745;RN;Janduis;Prefeitura Municipal;Consignet;Iniciando Renovação;18/08/2022;18/08/2025
CON-104;1870742;SP;Catanduva;Instituto de Previdência;Consignet;Ativo;03/08/2022;03/08/2026
CON-103;1870740;SP;Águas da Prata ;Prefeitura Municipal;Consignet;Ativo;18/08/2022;18/08/2026
CON-102;1870739;GO;Piranhas;Instituto de Previdência;Consignet;Ativo;19/01/2023;19/01/2028
CON-101;1870736;GO;Piranhas ;Prefeitura Municipal;Consignet;Ativo;29/03/2023;10/11/2027
CON-100;1870735;MA;Estreito - MA;Prefeitura Municipal;Consignet;Ativo;20/08/2022;12/07/2027
CON-99;1870732;MS;Taquarassu - MS;Prefeitura Municipal;Consignet;Ativo;15/02/2023;15/02/2028
CON-98;1870731;MS;Guia Lopes da Laguna -MS;Prefeitura Municipal;Consignet;Ativo;11/01/2025;11/01/2029
CON-97;1870729;PA;Tucuruí;Instituto de Previdência;Consignet;Ativo;14/01/2023;14/01/2027
CON-96;1870723;PE;Ângulo;Prefeitura Municipal;Consignet;Inativo;03/06/2022;03/06/2025
CON-95;1870718;PE;Buíque;Instituto de Previdência;Consignet;Inativo;29/08/2022;29/08/2023
CON-94;1870714;PE;Buíque;Prefeitura Municipal;Consignet;Inativo;24/09/2022;24/09/2023
CON-93;1870712;PR;Grandes Rios;Prefeitura Municipal;Consignet;Iniciando Renovação;25/08/2022;25/08/2025
CON-92;1870711;PR;Guarapuava - PR;Prefeitura Municipal;Consignet;Ativo;02/12/2022;09/06/2026
CON-91;1870708;PR;Guarapuava;Instituto de Previdência;Consignet;Inativo;02/12/2022;02/12/2023
CON-90;1870688;PR;Tuneiras do Oeste - PR;Prefeitura Municipal;Fasitec;Inativo;21/10/2022;21/10/2024
CON-89;1870686;PR;Leópolis ;Prefeitura Municipal;Consignet;Inativo;08/08/2022;08/08/2024
CON-88;1870684;PR;Itaúna do Sul ;Prefeitura Municipal;Consignet;Inativo;13/02/2023;13/02/2024
CON-87;1870683;PR;Castro ;Prefeitura Municipal;Consignet;Inativo;20/01/2023;20/01/2024
CON-86;1870682;PR;Piraquara - PR;Prefeitura Municipal;Fácil;Ativo;24/02/2023;24/02/2026
CON-85;1870677;PR;Turvo;Instituto de Previdência;Consignet;Ativo;07/10/2022;07/10/2027
CON-84;1870676;PR;Maringá - PR;Instituto de Previdência;Consignet;Ativo;25/03/2023;25/11/2027
CON-83;1870674;PR;Cianorte ;Prefeitura Municipal;Consignet;Inativo;29/04/2022;29/04/2023
CON-82;1870673;RO;Porto Velho - RO;Prefeitura Municipal;Fácil;Iniciando Renovação;29/07/2022;19/08/2025
CON-81;1870671;RO;Porto Velho;Instituto de Previdência;Fácil;Ativo;18/11/2022;18/11/2027
CON-80;1870670;RS;Pelotas - RS;Prefeitura Municipal;NeoConsig;Inativo;23/07/2022;23/07/2025
CON-79;1870668;PR;Siqueira Campos;Prefeitura Municipal;Consignet;Inativo;12/05/2022;12/05/2024
CON-78;1870663;PR;Empresa Previsa de Astorga ;Empresa Privada;Consignet;Ativo;18/01/2023;18/01/2028
CON-77;1870658;PR;Astorga;Prefeitura Municipal;Consignet;Inativo;03/06/2022;03/06/2025
CON-76;1870652;PR;California;Prefeitura Municipal;Consignet;Iniciando Renovação;27/07/2022;27/07/2025
CON-75;1870650;PR;Astorga;Câmara Municipal;Consignet;Ativo;19/10/2022;19/10/2027
CON-74;1870649;PR;Itambé - PR;Prefeitura Municipal;Consignet;Ativo;13/02/2025;13/02/1930
CON-73;1870647;RN;Boa Saúde;Instituto de Previdência;Consignet;Ativo;17/02/2023;17/02/2028
CON-72;1870643;RN;Tenente Laurentino Cruz;Prefeitura Municipal;Consignet;Ativo;17/02/2023;17/02/2028
CON-71;1870637;RN;Espirito Santo - RN;Prefeitura Municipal;Consignet;Ativo;13/01/2023;13/01/2028
CON-70;1870634;RN;Boa Saúde;Prefeitura Municipal;Consignet;Ativo;16/01/2023;16/01/2026
CON-69;1870633;RN;Boa Saúde;Instituto de Previdência;Consignet;Ativo;10/12/2022;10/12/2026
CON-68;1870628;RO;Candeias do Jamari;Prefeitura Municipal;Consignet;Ativo;17/10/2022;17/10/2027
CON-67;1870625;RO;Cujubim;Instituto de Previdência;Consignet;Ativo;19/04/2023;19/04/2027
CON-66;1870624;RO;Presidente Médici;Prefeitura Municipal;Consignet;Ativo;24/03/2023;24/03/2027
CON-65;1870600;RO;Ouro Preto do Oeste;Prefeitura Municipal;Consignet;Ativo;28/11/2024;27/11/2029
CON-64;1870599;RO;Assembleia Legislativa de Rondônia;Assembléia;Consignet;Ativo;22/02/2023;22/02/2027
CON-63;1870596;RO;Espigão do Oeste;Prefeitura Municipal;Consignet;Ativo;15/12/2022;15/12/2027
CON-62;1870562;RS;Xangri-lá - RS;Prefeitura Municipal;Consignet;Ativo;28/05/2023;28/05/2027
CON-61;1870558;RS;Terra de Areia - RS;Prefeitura Municipal;Consignet;Ativo;18/11/2024;18/11/2025
CON-60;1870554;SC;Campo Alegre;Prefeitura Municipal;Consignet;Ativo;17/11/2022;17/11/2025
CON-59;1870550;SC;Brusque;Instituto de Previdência;Consignet;Ativo;02/06/2023;02/06/2026
CON-58;1870541;SC;Brusque;Prefeitura Municipal;Consignet;Ativo;07/02/2023;07/02/2026
CON-57;1870538;SC;Governador Celso Ramos;Prefeitura Municipal;Consignet;Ativo;17/06/2022;17/06/2026
CON-56;1870534;SC;Mondaí;Prefeitura Municipal;Consignet;Ativo;16/06/2022;16/06/2026
CON-55;1870518;SC;Porto União;Prefeitura Municipal;Consignet;Ativo;27/07/2022;27/07/2026
CON-54;1870510;SC;Itaiópolis - SC;Prefeitura Municipal;Consignet;Ativo;27/08/2022;27/08/2026
CON-53;1870508;SC;Balneário Barra do Sul;Prefeitura Municipal;Consignet;Inativo;01/08/2022;01/08/2024
CON-52;1870506;SC;Guaramirim;Prefeitura Municipal;Consignet;Ativo;13/01/2023;13/01/2027
CON-51;1870504;SC;Dionísio Cerqueira;Prefeitura Municipal;Consignet;Ativo;17/07/2022;17/07/2027
CON-50;1870500;SC;Penha - SC;Prefeitura Municipal;Consignet;Inativo;25/10/2019;25/10/2024
CON-49;1870497;SC;Braço do Trombudo;Prefeitura Municipal;Consignet;Ativo;10/10/2022;10/10/2027
CON-48;1870493;SC;Trombudo Central - SC;Prefeitura Municipal;Consignet;Ativo;21/10/2022;21/10/2027
CON-47;1870490;SC;Pouso Redondo;Prefeitura Municipal;Consignet;Ativo;24/10/2022;24/10/2027
CON-46;1870488;SC;Presidente Getúlio;Prefeitura Municipal;Consignet;Ativo;21/11/2022;21/11/2027
CON-45;1870482;SC;Campo Erê;Prefeitura Municipal;Consignet;Ativo;02/02/2023;02/02/2028
CON-44;1870479;SC;São Bento do Sul;Prefeitura Municipal;Consignet;Ativo;04/01/2023;04/01/2027
CON-43;1870473;SC;São Bento do Sul - SC;Instituto de Previdência;Consignet;Inativo;09/02/2023;12/02/2025
CON-42;1870472;SC;Agronômica - SC;Prefeitura Municipal;Consignet;Ativo;09/02/2023;09/02/2028
CON-41;1870470;SC;Balneário Camboriú - SC;Prefeitura Municipal;Consignet;Inativo;01/08/2022;01/08/2024
CON-40;1870469;SC;São Francisco do Sul - SC;Prefeitura Municipal;Consignet;Inativo;22/07/2019;22/07/2024
CON-39;1870465;SC;São João do Itaperiú;Prefeitura Municipal;Consignet;Ativo;09/09/2022;09/09/2027
CON-38;1870463;SP;Viradouro;Prefeitura Municipal;Consignet;Iniciando Renovação;18/06/2022;18/06/2025
CON-37;1870461;SP;Fundação FEAPA ;Empresa Privada;Consignet;Inativo;25/11/2022;25/11/2023
CON-36;1870451;SP;Guaraci;Prefeitura Municipal;Consignet;Ativo;19/04/2022;02/10/2027
CON-35;1870450;SP;Jacareí - SP;Prefeitura Municipal;Consignet;Inativo;24/11/2022;02/02/2025
CON-34;1870447;SP;Santa Casa de Cerqueira Cesar;Empresa Privada;Consignet;Ativo;20/09/2022;20/09/2027
CON-33;1870443;SP;Capão Bonito;Prefeitura Municipal;Consignet;Iniciando Renovação;01/07/2022;01/07/2025
CON-32;1870442;SP;Riversul;Prefeitura Municipal;Consignet;Iniciando Renovação;22/06/2022;22/06/2025
CON-31;1870439;SP;Porto Ferreira - SP;Prefeitura Municipal;Consignet;Inativo;12/11/2022;12/11/2024
CON-30;1870433;RS;Fundo de Pensão e Aposentadoria do Servidor - Bagé ;Instituto de Previdência;ASBAN;Ativo;18/12/2022;18/12/2025
CON-29;1870428;RS;Cachoeirinha - RS;Instituto de Previdência;ASBAN;Inativo;26/06/2022;30/10/2024
CON-28;1870423;SC;Mafra - SC;Prefeitura Municipal;Safe Consig;Ativo;16/01/2025;15/01/2026
CON-27;1870418;SC;Blumenau;Instituto de Previdência;Quantum;Inativo;04/09/2022;04/09/2023
CON-25;1870364;SC;Tribunal Regional do Trabalho da 12ª Região - TRT 12;Tribunal;Unitedtech;Ativo;07/07/2024;06/03/2026
CON-24;1870329;SC;Bom Jardim da Serra;Prefeitura Municipal;ConsigLog;Ativo;08/10/2022;08/10/2025
CON-23;1870324;SC;São João Batista;Prefeitura Municipal;ConsigLog;Inativo;18/05/2022;17/07/2023
CON-22;1870321;RN;Areia Branca;Prefeitura Municipal;Fácil;Inativo;28/10/2022;28/10/2024
CON-21;1870316;SE;Boquim;Prefeitura Municipal;Green Consig;Inativo;05/10/2022;03/10/2024
CON-20;1870276;SP;Instituto de Previdência Santos;Instituto de Previdência;ConsigLog;Ativo;11/04/2023;11/04/2027
CON-19;1870244;SP;Agudos;Prefeitura Municipal;VilleFort;Inativo;26/12/2022;26/12/2023
CON-18;1870240;SP;Francisco Morato;Prefeitura Municipal;ConsigLog;Ativo;09/01/2023;09/01/2028
CON-17;1870238;SP;Ribeirão Pires - SP;Prefeitura Municipal;SP Consig;Inativo;02/09/2022;02/09/2023
CON-16;1870237;SP;Araras - SP;Prefeitura Municipal;Fasitec;Inativo;19/04/2024;19/05/2025
CON-15;1870234;SP;Vera Cruz - SP;Prefeitura Municipal;ConsigLog;Inativo;06/01/2023;06/01/2024
CON-14;1870149;SP;EMDURB - Empresa Municipal de Desenvolvimento Urbano e Rural de Bauru;Autarquia;Montreal;Inativo;23/06/2023;06/02/2025
CON-13;1870144;PE;Cabo de Santo Agostinho ;Prefeitura Municipal;DB1;Inativo;23/06/2023;31/03/2024
CON-12;1870014;BA;Eunápolis;Prefeitura Municipal;Consignet;Inativo;27/06/2023;08/08/2024
CON-11;1869992;GO;Instituto Municipal de Previdência Social dos Servidores Mineiros;Instituto de Previdência;Digital Consig;Inativo;23/06/2023;24/05/2025
CON-10;1869938;SP;Caixa de Assistência ao Servidor Público Municipal de Santos - CAPEP-SAÚDE ;Outros;ConsigLog;Ativo;20/06/2023;20/06/2027
CON-9;1869931;SP;Ribeirão Preto - SP;Prefeitura Municipal;Quantum;Ativo;18/07/2025;17/01/2026
CON-8;1869916;AL;Instituto de Previdência Social do Município de Olho D'Água das Flores;Instituto de Previdência;Fasitec;Ativo;22/06/2023;22/06/2028
CON-7;1869909;AL;Jundiá;Prefeitura Municipal;Fasitec;Ativo;19/06/2023;19/06/2028
CON-5;1869773;SP;Louveira - SP;Prefeitura Municipal;RF1 Participações;Ativo;09/12/2022;26/11/2025
CON-4;1869771;SP;Bauru;Instituição Financeira;DB1;Inativo;16/08/2022;16/08/2023
CON-3;1869765;SP;Instituto de Previdência Sumaré;Instituto de Previdência;ConsigLog;Ativo;14/11/2024;14/11/2025
CON-2;1869763;SP;Araçatuba - SP;Prefeitura Municipal;Unitedtech;Ativo;23/05/2024;19/07/2026
CON-1;1869737;SP;Estância Turística de Itu ;Prefeitura Municipal;ConsigLog;Ativo;23/11/2024;22/11/2025
